fecha,agente,cat,componente,de_hrs,a_hrs,causa
2007-06-30,ISA,T,REPUN23001,06:06,17:33,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-06-30,ISA,T,REPUN23002,06:06,17:33,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-06-24,COBEE,G,SRO02,00:00,14:09,Desvio de aguas en toma Coscapa (comunarios).
2007-06-23,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa (comunarios).
2007-06-22,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa (comunarios).
2007-06-21,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa (comunarios).
2007-06-20,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa (comunarios).
2007-06-19,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa (comunarios).
2007-06-18,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa (comunarios).
2007-06-17,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa (comunarios).
2007-06-17,ISABOL,T,SAN-SUC230,06:02,10:18,Por ampliación de la barra principal ( conexiones ) desenergización total
2007-06-16,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa (comunarios).
2007-06-15,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-14,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-13,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-12,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-11,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-10,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-09,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-08,COBEE,G,SRO02,00:00,05:19,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-08,COBEE,G,SRO02,08:56,19:09,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-08,COBEE,G,SRO02,23:06,24:00,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-07,COBEE,G,SRO02,14:52,24:00,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-07-15,TDE,T,MAZ-VIC230,10:00,15:08,Reposición de cable de guardia por rotura a causa de nevada tramo Senkata.
2007-07-02,ELFEC,D,Alim. Y6 (2.2 MW) S/E YPFB,13:13,13:15,Trabajos correctivos (cambio de aislador)
2007-07-01,ISA,T,SUC-PUN230,06:00,17:31,Pruebas y puesta en marcha interdisparos en S/E Sucre.
2007-07-01,ISA,T,SAN-SUC230,06:02,17:27,Pruebas y puesta en marcha interdisparos en S/E Sucre.
2007-07-01,TESA,T,PUN-SCR230,00:00,18:08,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-07-01,TESA,T,RESCR23001,00:00,18:08,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-07-01,TESA,T,RESCR23002,00:00,18:08,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-07-01,ISA,T,ATSUC230,06:06,17:17,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-07-01,ISA,T,ATPUN230,06:03,17:18,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-07-01,ISA,T,RESUC23001,06:02,17:27,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-07-01,ISA,T,RESUC23002,06:02,17:27,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-07-01,ISA,T,REPUN23001,06:01,17:31,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-07-01,ISA,T,REPUN23002,06:01,17:31,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-08-19,ELFEC,D,S/E CHI (2.2MW),06:24,06:43,Mantenimiento programado de la línea en 230 kV CAR-SJO .
2007-08-19,ELFEC,T,TRCHI230,06:24,06:43,Mantenimiento programado de la línea en 230 kV CAR-SJO .
2007-08-19,ELFEC,T,TRCHI230,14:13,14:30,Mantenimiento programado de la línea en 230 kV CAR-SJO .
2007-08-19,ELFEO,D,TRHUY069,07:48,17:21,Mantenimiento programado de la línea en 69 kV HUY-VLC.
2007-08-19,ELFEO,D,TRVLC069,07:48,17:21,Mantenimiento programado de la línea en 69 kV HUY-VLC.
2007-08-19,ELFEC,D,S/E CHI (2.35MW),14:13,14:30,Mantenimiento programado de la línea en 230 kV CAR-SJO .
2007-08-18,SEPSA,T,TROCU115,08:04,13:19,Mantenimiento equipos de salida línea Potosí en subestación Catavi
2007-08-11,TESA,T,PUN-SCR230,11:59,15:36,Revisión sistema de comunicaciones enlace SUC-PUN.
2007-08-10,TDE,T,CHI-SJO230,11:28,11:33,Activación del DAC/DAG.
2007-09-27,VHE,G,VHE01,19:25,22:33,Cierre de válvula del gasoducto al altiplano (sector Arani).
2007-09-27,VHE,G,VHE02,19:35,20:21,Cierre de válvula del gasoducto al altiplano (sector Arani).
2007-09-27,VHE,G,VHE03,19:30,20:21,Cierre de válvula del gasoducto al altiplano (sector Arani).
2007-09-27,VHE,G,VHE04,19:26,22:33,Cierre de válvula del gasoducto al altiplano (sector Arani).
2007-09-23,SEPSA,D,TROCU115,11:08,17:37,Mantenimiento línea CAT-POT115.
2007-09-22,SEPSA,D,TROCU115,06:43,17:36,Mantenimiento línea CAT-POT115.
2007-09-15,ELFEC,T,TRCHI230,06:30,06:42,Desconexión de la línea en 230 kV CAR-CHI.
2007-09-15,ELFEC,D,Alim. T-1 (1.1 MW) S/E CHI.,06:30,06:44,Desconexión de la línea en 230 kV CAR-CHI.
2007-09-15,ELFEC,D,Alim. T-2 (1.3 MW) S/E CHI.,06:30,06:45,Desconexión de la línea en 230 kV CAR-CHI.
2007-09-12,ELFEC,T,TRCHI230,17:39,18:03,Cambio de estructura (Tramo de la línea San José - Chimoré).
2007-09-12,ELFEC,D,Alim. T1 (1.78 MW) S/E CHI.,17:39,18:15,Cambio de estructura (Tramo de la línea San José - Chimoré).
2007-09-12,ELFEC,D,Alim. T2 (1.43 MW) S/E CHI.,17:39,18:15,Cambio de estructura (Tramo de la línea San José - Chimoré).
2007-09-08,ELFEC,D,TRCHI230,06:24,06:43,Trabajos programados en la línea SJO-CHI230
2007-09-02,CORANI,G,COR01,07:00,14:18,Cambio de seccionador 12-b (hacia barras) en S/E Corani.
2007-09-02,CORANI,G,COR02,07:00,14:18,Cambio de seccionador 12-b (hacia barras) en S/E Corani.
2007-09-02,CORANI,G,COR03,07:00,14:18,Cambio de seccionador 12-b (hacia barras) en S/E Corani.
2007-09-02,CORANI,G,COR04,07:00,14:18,Cambio de seccionador 12-b (hacia barras) en S/E Corani.
2007-10-27,COBEE,G,Sistema Zongo,21:00,24:00,Mayores aportes a los previstos
2007-10-27,HB,G,Sistema Taquesi,21:00,24:00,Mayores aportes a los previstos
2007-10-22,CESSA,D,Alim. P. Industrial I (2.1 MW) S/E ARJ,06:45,06:58,Maniobras de transferencia de carga para realizar trabajos en S/E ARJ.
2007-10-22,CESSA,D,Alim. P. Industrial I (2.1 MW) S/E ARJ,14:12,14:21,Maniobras de transferencia de carga para realizar trabajos en S/E ARJ.
2007-10-22,EGSA,G,ARJ05,06:49,14:05,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-22,EGSA,G,ARJ06,06:49,14:05,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-22,EGSA,G,ARJ09,06:29,14:35,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-22,EGSA,G,ARJ10,06:30,15:13,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-22,EGSA,G,ARJ12,06:31,16:30,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-21,CESSA,D,Alim. Rural (0.7 MW) S/E ARJ,05:48,06:05,Maniobras de transferencia de carga para realizar trabajos en S/E ARJ.
2007-10-21,CESSA,D,Alim. Rural (0.8 MW) S/E ARJ,09:29,09:41,Maniobras de transferencia de carga para realizar trabajos en S/E ARJ.
2007-10-21,EGSA,G,ARJ01,05:51,09:13,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-21,EGSA,G,ARJ02,05:51,09:13,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-21,EGSA,G,ARJ03,05:51,09:13,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-21,EGSA,G,ARJ05,05:50,09:19,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-21,EGSA,G,ARJ06,05:50,09:19,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-21,EGSA,G,ARJ09,05:25,09:19,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-21,EGSA,G,ARJ10,05:25,09:19,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-21,EGSA,G,ARJ11,05:26,09:19,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-21,EGSA,G,ARJ12,05:27,09:19,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-20,CESSA,D,Alim. Rural (0.7 MW) S/E ARJ,06:37,07:00,Maniobras de transferencia de carga para realizar trabajos en S/E ARJ.
2007-10-20,EGSA,G,ARJ05,06:48,15:03,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-20,EGSA,G,ARJ06,06:48,15:03,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-20,EGSA,G,ARJ09,06:27,15:03,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-20,EGSA,G,ARJ10,06:29,15:03,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-20,EGSA,G,ARJ11,06:28,15:03,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-20,EGSA,G,ARJ12,06:27,15:03,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-11-29,COBEE,G,MIG01,00:00,16:45,Convulsión social
2007-11-29,COBEE,G,MIG02,00:00,16:45,Convulsión social
2007-11-29,COBEE,G,CHO02,00:00,16:45,Convulsión social
2007-11-29,COBEE,G,CHO01,16:26,16:45,Normalización línea HUY - MIG069.
2007-11-29,COBEE,G,CHO03,00:00,16:45,Convulsión social
2007-11-29,COBEE,G,CRB,00:00,16:45,Convulsión social
2007-11-29,COBEE,G,HUY-MIG069,00:00,16:45,Convulsión social
2007-11-28,COBEE,G,MIG01,00:00,24:00,Convulsión social
2007-11-28,COBEE,G,MIG02,00:00,24:00,Convulsión social
2007-11-28,COBEE,G,CHO02,00:00,24:00,Convulsión social
2007-11-28,COBEE,G,CHO03,00:00,24:00,Convulsión social
2007-11-28,COBEE,G,CRB,00:00,24:00,Convulsión social
2007-11-28,COBEE,G,HUY-MIG069,00:00,24:00,Convulsión social
2007-11-27,COBEE,G,MIG01,00:00,24:00,Convulsión social
2007-11-27,COBEE,G,MIG02,00:00,24:00,Convulsión social
2007-11-27,COBEE,G,CHO01,00:00,17:57,Convulsión social
2007-11-27,COBEE,G,CHO02,00:00,24:00,Convulsión social
2007-11-27,COBEE,G,CHO03,00:00,24:00,Convulsión social
2007-11-27,COBEE,G,CRB,00:00,24:00,Convulsión social
2007-11-27,COBEE,G,HUY-MIG0069,00:00,24:00,Convulsión social
2007-11-26,COBEE,G,MIG01,20:24,24:00,Convulsión social
2007-11-26,COBEE,G,MIG02,20:26,24:00,Convulsión social
2007-11-26,COBEE,G,CHO01,21:02,24:00,Convulsión social
2007-11-26,COBEE,G,CHO02,21:02,24:00,Convulsión social
2007-11-26,COBEE,G,CHO03,21:03,24:00,Convulsión social
2007-11-26,COBEE,G,CRB,21:06,24:00,Convulsión social
2007-11-26,COBEE,G,HUY-MIG0069,21:10,24:00,Convulsión social
2007-11-20,ELFEC,D,TRCHI230,04:08,04:15,Desconexión línea en 230 kV CAR-SJO.
2007-11-11,ELFEC,D,TRCHI230,05:56,06:10,Cambio de parrayos en S/E SJO
2007-11-11,ELFEC,D,TRCHI230,11:20,11:30,Cambio de parrayos en S/E SJO
2007-12-19,TESA,T,PUN - SCR230,12:14,12:25,Regulación de volatje en el área Sur y maniobras para restituir la línea SUC-PUN230.
2007-12-19,TESA,T,PUN - SCR230,15:34,15:43,Regulación de volatje en el área Sur y maniobras para restituir la línea SUC-PUN230.
2008-01-31,ELECTROPAZ,D,TRCOT115,11:55,12:03,Maniobras para seccionar el tramo de línea COT-BOL115 por socavación de una estructura.
2008-01-27,SEPSA,T,TROCU115,15:52,15:57,Reconexión línea en 115 kV Catavi - Potosí.
2008-01-04,ISABOL,T,SUC-PUN230,12:51,13:01,Esquema interdisparos
2008-01-04,TESA,T,PUN-SCR230,12:51,13:11,Esquema interdisparos
2008-01-04,MSCR,T,TRSCR23001,12:51,13:11,Esquema interdisparos
2008-01-04,MSCR,T,TRSCR23002,12:51,13:12,Esquema interdisparos
2008-02-01,ELECTROPAZ,D,TRCOT115,23:28,23:38,"Maniobras para reponer el tramo de línea COT-BOL115, por socavación de la estructura."
2008-03-30,TDE,T,KAR-POT069,10:55,11:40,Desenergización a solicitud de SEPSA-Ingreso proyecto San Bartolomé
2008-03-30,TDE,T,POT-PUN069,05:56,11:42,Desenergización a solicitud de SEPSA-Ingreso proyecto San Bartolomé
2008-03-30,TDE,T,ATPOT115,10:55,11:33,Desenergización a solicitud de SEPSA-Ingreso proyecto San Bartolomé
2008-03-30,TDE,T,OCU-POT115,10:55,11:33,Desenergización a solicitud de SEPSA-Ingreso proyecto San Bartolomé
2008-03-30,TDE,T,CAT-OCU115,10:55,11:33,Desenergización a solicitud de SEPSA-Ingreso proyecto San Bartolomé
2008-03-30,TDE,T,CPPOT069,10:55,11:33,Desenergización a solicitud de SEPSA-Ingreso proyecto San Bartolomé
2008-03-29,EGSA,G,ARJ08,11:45,16:26,Reemplazo de PT`s de medición del punto de retiro del TRARJ06904 de CESSA.
2008-03-29,EGSA,T,TRARJ06908,12:08,16:23,Reemplazo de PT`s de medición del punto de retiro del TRARJ06904 de CESSA.
2008-03-16,CESSA,D,Alim. Rural (1.29 MW) S/E ARJ,05:57,06:04,Instalación de cables de poder para el proyecto Jenbacher II.
2008-03-16,CESSA,D,Alim. Parque Industrial (0.55 MW) S/E ARJ,05:57,06:04,Instalación de cables de poder para el proyecto Jenbacher II.
2008-03-16,CESSA,D,Alim. Rural (0.55 MW) S/E ARJ,12:20,12:22,Instalación de cables de poder para el proyecto Jenbacher II.
2008-03-16,CESSA,D,Alim. Parque Industrial (0.88 MW) S/E ARJ,12:20,12:24,Instalación de cables de poder para el proyecto Jenbacher II.
2008-04-27,TDE,T,ATMAZ230,05:00,08:56,Recableado del circuito de PT`s de la barra en 115 kV en S/E KEN
2008-04-27,COBEE,G,COS-KEN115,04:31,09:16,Recableado del circuito de PT`s de la barra en 115 kV en S/E KEN
2008-04-27,COBEE,G,COT-KEN115,04:55,08:47,Recableado del circuito de PT`s de la barra en 115 kV en S/E KEN
2008-04-27,TDE,T,KEN-SEN11501,05:00,08:56,Recableado del circuito de PT`s de la barra en 115 kV en S/E KEN
2008-04-27,TDE,T,KEN-SEN11502,05:00,08:56,Recableado del circuito de PT`s de la barra en 115 kV en S/E KEN
2008-04-27,TDE,T,MAZ-VIC230,05:00,09:00,Recableado del circuito de PT`s de la barra en 115 kV en S/E KEN
2008-04-27,TDE,T,SEN-MAZ115,05:00,08:56,Recableado del circuito de PT`s de la barra en 115 kV en S/E KEN
2008-05-20,EGSA,G,ARJ10,13:25,13:54,"Opera en calidad de prueba (1.0 MW), la reserva es compensada en ARJ08."
2008-05-20,EGSA,G,ARJ09,16:12,16:39,"Opera en calidad de prueba (1.0 MW), la reserva es compensada en ARJ08."
2008-05-20,EGSA,G,ARJ09,21:11,21:25,"Opera en calidad de prueba (1.0 MW), la reserva es compensada en ARJ08."
2008-05-19,EGSA,G,ARJ10,14:11,14:22,"Opera en calidad de prueba (1.0 MW), la reserva es compensada en ARJ08"
2008-05-19,EGSA,G,ARJ10,17:08,17:15,"Opera en calidad de prueba (1.0 MW), la reserva es compensada en ARJ08"
2008-05-19,EGSA,G,ARJ10,17:27,17:43,"Opera en calidad de prueba (1.0 MW), la reserva es compensada en ARJ08"
2008-05-19,EGSA,G,ARJ09,20:31,20:43,"Opera en calidad de prueba (1.0 MW), la reserva es compensada en ARJ08"
2008-05-18,EGSA,G,ARJ09,05:01,05:14,"Opera en calidad de prueba (1.3 MW), la reserva es compensada en ARJ08"
2008-05-18,EGSA,G,ARJ09,07:43,07:46,"Opera en calidad de prueba (1.4 MW), la reserva es compensada en ARJ08"
2008-05-18,EGSA,G,ARJ09,09:37,09:44,"Opera en calidad de prueba (1.2 MW), la reserva es compensada en ARJ08"
2008-05-18,EGSA,G,ARJ09,09:58,10:02,"Opera en calidad de prueba (1 MW), la reserva es compensada en ARJ08"
2008-05-18,EGSA,G,ARJ09,10:24,10:46,"Opera en calidad de prueba (1.4 MW), la reserva es compensada en ARJ08"
2008-05-18,EGSA,G,ARJ10,11:58,12:04,"Opera en calidad de prueba (1 MW), la reserva es compensada en ARJ08"
2008-05-18,EGSA,G,ARJ12,22:48,23:12,"Opera en calidad de prueba (1.5 MW), la reserva es compensada en ARJ08"
2008-05-17,EGSA,G,ARJ10,21:19,21:26,"Opera en calidad de prueba (1.2 MW), la reserva es compensada en ARJ08"
2008-05-17,EGSA,G,ARJ10,22:31,23:05,"Opera en calidad de prueba (1.4 MW), la reserva es compensada en ARJ08"
2008-06-15,CRE,D,BVI-MON069,00:28,16:48,Trabajos puesta en servicio proyecto S/E Arboleda 230/115 kV.
2008-08-05,TDE,T,COR-SIS115,08:06,14:50,Cambio de pararrayos de subestaciones y mantenimiento servicio local
2008-08-05,TDE,T,COR-VHE115,08:06,15:12,Cambio de pararrayos de subestaciones y mantenimiento servicio local
2008-10-24,SEPSA,D,POT-SBA069,11:58,12:17,Esquema interdisparos
2008-10-24,ISABOL,T,ATURU230,08:34,11:49,Por trabajos programados de la CRE.
2008-11-28,HB,G,CHJ,16:17,16:21,"Requerimiento operativo, normalizar línea TIQ-TCH115"
2008-11-28,HB,G,YAN,16:17,16:21,"Requerimiento operativo, normalizar línea TIQ-TCH115"
2008-11-28,HB,G,CJL01,16:17,16:21,"Requerimiento operativo, normalizar línea TIQ-TCH115"
2008-11-28,HB,G,CJL02,16:17,16:21,"Requerimiento operativo, normalizar línea TIQ-TCH115"
2008-11-20,IAGSA,CNR,TRGBE01301,05:08,09:33,Por desconexión de la unidad GBE01.
2008-11-16,SEPSA,D,POT-SBA069,07:12,15:27,"Cambio trampas de onda S/Es. Catavi, Ocuri y Potosi y mtto. de CCPDS en S/E Ocuri."
2008-12-22,ISABOL,T,ATARB230,00:00,09:50,Pruebas y ajustes en sistemas de comunicación y protección en equipos PASS-M01 y PAS-M02
2008-12-20,ISABOL,T,ATARB230,23:21,24:00,Mantenimiento del equipo PASS- M01
2008-12-19,ISABOL,T,ATARB230,00:00,08:06,Mantenimiento del equipo PASS-MO1
2008-12-19,ISABOL,T,ATARB230,23:00,24:00,Mantenimiento del equipo PASS-MO1
2008-12-18,SEPSA,D,POT-SBA069,15:43,16:32,Por actuación de interdisparos (línea KAR-POT069)
2008-12-14,SEPSA,D,POT-VEL069,05:05,08:44,Cambio de pararrayos en la línea POT-PUN069
2008-12-14,SEPSA,D,POT-SBA069,05:10,08:51,Cambio de pararrayos en la línea POT-PUN069
2008-12-08,ELFEC,D,TRIRP115,00:00,07:13,Mantenimiento anual de S/E COBOCE
2008-12-07,ELFEC,D,TRIRP115,00:00,24:00,Mantenimiento anual de S/E COBOCE
2008-12-06,ELFEC,D,TRIRP115,06:11,24:00,Mantenimiento anual de S/E COBOCE
2009-01-31,SEPSA,D,POT-SBA069,17:52,18:23,Interdisparos ante la apertura del Int. B441 en S/E POT
2009-01-29,CRE,D,TRMON11501,01:39,04:36,Desconexión de emergencia del autotransformador ATARB230
2009-01-29,CRE,D,TRMON11502,01:39,04:36,Desconexión de emergencia del autotransformador ATARB230
2009-01-29,CRE,D,TRARB11501,01:40,04:35,Desconexión de emergencia del autotransformador ATARB230
2009-01-29,CRE,D,TRARB11502,01:40,04:35,Desconexión de emergencia del autotransformador ATARB230
2009-01-11,TDE,T,SIS-SJO115,07:35,13:33,Pruebas en PTs barra en 115 kV S/E SIS y limpieza de aisladores.
2009-01-11,TDE,T,ARO-SIS115,11:00,13:33,Pruebas en PTs barra en 115 kV S/E SIS y limpieza de aisladores.
2009-01-11,TDE,T,ARO-SIS115,07:34,08:00,Pruebas en PTs barra en 115 kV S/E SIS y limpieza de aisladores.
2009-01-11,TDE,T,COR-SIS115,07:32,13:32,Pruebas en PTs barra en 115 kV S/E SIS y limpieza de aisladores.
2009-02-15,EGSA,G,GCH04,05:08,08:53,Trabajos programados de CRE en barra en 69 kV de S/E GCH
2009-02-15,EGSA,G,GCH06,05:10,08:10,Trabajos programados de CRE en barra en 69 kV de S/E GCH
2009-02-15,EGSA,G,GCH01,05:35,08:04,Trabajos programados de CRE en barra en 69 kV de S/E GCH
2009-02-15,EGSA,G,GCH02,05:37,08:04,Trabajos programados de CRE en barra en 69 kV de S/E GCH
2009-02-15,TDE,T,ATGCH23001,05:41,08:01,Trabajos programados de CRE en barra en 69 kV de S/E GCH
2009-02-15,TDE,T,ATGCH23002,05:42,08:12,Trabajos programados de CRE en barra en 69 kV de S/E GCH
2009-02-15,TDE,T,CAR-GCH230,05:42,08:01,Trabajos programados de CRE en barra en 69 kV de S/E GCH
2009-02-15,EGSA,G,GCH11,00:00,08:49,Trabajos programados de CRE en barra en 69 kV de S/E GCH
2009-02-15,EGSA,G,GCH09,00:15,08:23,Trabajos programados de CRE en barra en 69 kV de S/E GCH
2009-02-15,CRE,D,TRMON11501,03:57,08:47,Trabajos programados de ISABOL en S/E ARB.
2009-02-15,CRE,D,TRMON11502,03:58,08:42,Trabajos programados de ISABOL en S/E ARB.
2009-02-15,CRE,D,ARB-MON115,03:59,08:41,Trabajos programados de ISABOL en S/E ARB.
2009-02-15,CRE,D,TRARB11501,04:00,08:38,Trabajos programados de ISABOL en S/E ARB.
2009-03-22,TDE,T,MAZ-VIC230,07:03,17:28,Trabajos programados de TDE en S/Es MAZ y KEN
2009-03-08,TDE,T,ATGCH23001,05:31,10:05,Trabajos programados de CRE y EGSA en barra en 69 kV de S/E GCH.
2009-03-08,TDE,T,ATGCH23002,05:32,10:08,Trabajos programados de CRE y EGSA en barra en 69 kV de S/E GCH.
2009-03-08,TDE,T,CAR-GCH230,05:32,10:05,Trabajos programados de CRE y EGSA en barra en 69 kV de S/E GCH.
2009-04-26,VHE,G,VHE02,10:12,12:10,Programado
2009-04-26,VHE,G,VHE04,10:12,12:10,Programado
2009-04-26,VHE,G,VHE01,10:12,12:10,Programado
2009-04-26,VHE,G,VHE03,10:12,12:10,Programado
2009-04-18,SEPSA,D,POT-SBA069,08:36,17:14,Mantenimiento programado de la línea CAT-POT115
2009-04-18,SEPSA,D,TROCU115,08:40,17:02,Mantenimiento programado de la línea CAT-POT115
2009-05-10,COBEE,G,MIG01,00:00,22:01,Problemas sociales en el Valle de Miguillas
2009-05-10,COBEE,G,MIG02,00:00,22:01,Problemas sociales en el Valle de Miguillas
2009-05-10,COBEE,G,ANG01,00:00,22:01,Problemas sociales en el Valle de Miguillas
2009-05-10,COBEE,G,ANG02,00:00,22:01,Problemas sociales en el Valle de Miguillas
2009-05-10,COBEE,G,CRB,00:00,22:01,Problemas sociales en el Valle de Miguillas
2009-05-10,COBEE,G,CHO01,00:00,22:01,Problemas sociales en el Valle de Miguillas
